"","CCR7","CD4","CD45RA","CD3","HLADR","CD38","CD8"
"1",1803.23718261719,567.431579589844,2803.90283203125,2280.56420898438,1470.33508300781,788.414123535156,2928.02514648438
"2",1931.31799316406,886.819213867188,2558.5146484375,2377.3056640625,1327.78295898438,1560.47863769531,3321.41821289062
"3",1882.71789550781,599.677490234375,2844.06689453125,2581.01806640625,1456.11218261719,721.599060058594,3188.5849609375
"4",1893.73864746094,1126.99401855469,2801.49731445312,2549.54296875,1709.02709960938,854.054260253906,3443.29711914062
"5",1858.85583496094,866.246704101562,2617.06030273438,2462.38232421875,1379.58471679688,1235.16064453125,3468.82836914062
"6",1866.82604980469,694.738342285156,2598.99877929688,2237.4052734375,1597.88342285156,957.535400390625,3235.21337890625
"7",1961.32446289062,1191.40368652344,2950.68505859375,2482.60229492188,1638.59899902344,1094.39270019531,3056.7333984375
"8",1882.78149414062,1001.01257324219,2589.39526367188,2439.09814453125,1967.90563964844,1604.99694824219,3301.69653320312
"9",1834.66577148438,789.031127929688,2671.85595703125,2524.30029296875,1639.24169921875,983.071533203125,3229.89331054688
"10",1872.619140625,1151.51354980469,2630.69165039062,2425.28979492188,1715.22229003906,1442.2412109375,3154.51025390625
"11",1828.58850097656,952.478637695312,2842.130859375,2494.0966796875,1303.23608398438,621.3515625,3097.85229492188
"12",1978.97961425781,601.171569824219,3040.73022460938,2354.23876953125,2106.8232421875,2122.84545898438,3123.85522460938
"13",1981.91284179688,1301.85522460938,2728.9775390625,1992.07849121094,1356.5625,818.2548828125,3474.85522460938
"14",1918.71508789062,1224.59484863281,2896.33422851562,2674.966796875,2157.61499023438,726.975891113281,3253.97192382812
"15",1882.84582519531,820.338134765625,2932.04736328125,2473.48681640625,1079.98596191406,778.304565429688,3362.0185546875
"16",1918.62023925781,646.277160644531,2736.80004882812,2402.7998046875,1530.98168945312,336.342956542969,3492.73950195312
"17",1892.96362304688,767.8115234375,2699.86791992188,2440.41235351562,1464.64074707031,1017.38525390625,3435.42651367188
"18",1637.97119140625,844.086853027344,2627.83374023438,2408.91772460938,1270.36303710938,640.193176269531,3380.72583007812
"19",1875.29052734375,525.425964355469,2848.32055664062,2509.59204101562,1153.49133300781,640.153503417969,3428.34741210938
"20",1720.75537109375,886.030090332031,2724.17797851562,2331.75415039062,1454.095703125,643.31640625,3164.52001953125
"21",1941.87622070312,1172.16967773438,2736.86279296875,2241.09301757812,1407.09606933594,841.007629394531,3159.69897460938
"22",1992.61999511719,544.383666992188,3231.78051757812,2405.79223632812,1371.29675292969,424.844177246094,3193.7373046875
"23",1825.365234375,907.873413085938,2562.60766601562,2282.0087890625,2278.65405273438,1463.0087890625,3207.73828125
"24",1886.79797363281,815.106140136719,2878.8212890625,2304.70166015625,1510.990234375,1108.66223144531,3019.79516601562
"25",1949.35986328125,1075.36877441406,2680.9150390625,2296.46630859375,1637.75744628906,1408.13049316406,3120.3037109375
