"","CCR7","CD4","CD45RA","CD3","HLADR","CD38","CD8"
"1",1320.19006347656,1026.19250488281,3217.40307617188,2489.732421875,1244.40478515625,1416.96911621094,3244.57080078125
"2",1057.26440429688,647.124633789062,3351.61108398438,2353.35009765625,1587.95031738281,2082.2578125,3351.95190429688
"3",1226.50183105469,1537.27502441406,3521.65307617188,2525.73803710938,1517.74401855469,1009.43658447266,3455.94384765625
"4",895.89599609375,1154.2744140625,2859.16821289062,2154.22119140625,1361.96179199219,324.127563476562,2857.36791992188
"5",1508.37426757812,1329.95141601562,3370.99047851562,2610.20751953125,1053.81213378906,1382.61999511719,3428.7294921875
"6",1139.81176757812,986.811584472656,3014.90600585938,2471.4052734375,1263.21887207031,441.594970703125,2815.14794921875
"7",1122.68701171875,1499.06005859375,3491.37377929688,2560.40454101562,369.639282226562,785.735595703125,3268.86206054688
"8",1558.16015625,1574.56164550781,3466.025390625,2410.01733398438,832.705139160156,1025.6376953125,3532.95776367188
"9",1007.947265625,1191.0556640625,3528.06030273438,1825.39660644531,1516.396484375,2965.63549804688,2334.63012695312
"10",1040.61450195312,802.114562988281,2811.56982421875,2413.01586914062,1199.97497558594,829.458190917969,3170.70458984375
"11",1163.82592773438,640.093566894531,3447.57177734375,2201.9541015625,1540.87890625,1083.97924804688,2990.64501953125
"12",1317.45642089844,1159.47668457031,3796.20874023438,2608.3447265625,1027.66589355469,1567.29858398438,3547.189453125
"13",1147.04748535156,1159.28430175781,3362.01147460938,2553.93725585938,1352.01818847656,626.803283691406,2936.6259765625
"14",1329.35620117188,1344.91979980469,3446.16674804688,2629.76538085938,899.651550292969,1108.40661621094,3343.76904296875
"15",1319.11547851562,845.508666992188,3749.64282226562,2526.40209960938,1349.47204589844,900.941345214844,3252.29907226562
"16",1259.43237304688,1297.84094238281,3715.69848632812,2520.03466796875,1540.59289550781,1426.29162597656,2942.3623046875
"17",891.951782226562,1155.046875,3106.51196289062,2573.9931640625,1167.01293945312,1142.36584472656,3159.23681640625
"18",1086.22033691406,946.501831054688,3040.66845703125,2361.60986328125,730.28076171875,519.837829589844,2939.61279296875
"19",1018.04895019531,742.541076660156,2792.74462890625,2337.20385742188,1192.01489257812,896.120788574219,3020.64794921875
"20",1163.24938964844,1093.36193847656,3019.93237304688,2242.21215820312,1641.43225097656,1170.21325683594,2074.15283203125
"21",1616.32397460938,562.615173339844,3746.47900390625,2443.96435546875,803.895629882812,1546.95788574219,3474.80151367188
"22",1866.88452148438,655.970886230469,3460.6640625,2338.39794921875,1090.79284667969,1349.32250976562,3205.35791015625
"23",1446.3095703125,932.78466796875,3519.25170898438,2328.3671875,909.367492675781,406.2177734375,3254.8779296875
"24",1488.35412597656,1208.93310546875,3673.39086914062,2280.23291015625,677.644592285156,440.351593017578,3280.92333984375
"25",1615.33813476562,1300.84191894531,3704.21020507812,2561.19360351562,1204.33630371094,1411.08532714844,2104.7119140625
"26",1369.04040527344,1064.74963378906,3424.87841796875,2598.51342773438,841.804016113281,1369.845703125,3190.32153320312
"27",1527.8203125,841.634704589844,3419.65234375,2219.05200195312,1090.54040527344,648.053100585938,3152.51391601562
"28",1015.56555175781,886.553161621094,3223.50366210938,2096.873046875,1151.66455078125,643.471740722656,2785.3564453125
"29",1404.97583007812,946.532104492188,3630.27978515625,2543.39916992188,1573.53479003906,1952.82824707031,3331.67651367188
"30",1489.8662109375,888.129455566406,3259.1103515625,2530.1416015625,1497.65466308594,1795.05786132812,2734.4482421875
"31",1553.3388671875,732.460327148438,3573.85034179688,2222.37280273438,658.485900878906,1323.94409179688,3112.50170898438
"32",1246.53198242188,1106.51025390625,3696.24072265625,2507.94677734375,1046.43249511719,635.07763671875,3100.16674804688
"33",1353.93029785156,1418.90600585938,3558.330078125,2611.09814453125,471.071533203125,838.895202636719,3540.11791992188
"34",1182.69250488281,872.342712402344,2959.04321289062,2508.32568359375,1501.173828125,1281.10510253906,3284.45263671875
"35",1267.36743164062,1030.90173339844,3257.09326171875,2327.12866210938,1485.14440917969,723.504333496094,2923.30249023438
"36",1098.66577148438,1109.6396484375,3631.27905273438,2234.4189453125,1049.22521972656,565.658569335938,3345.91870117188
"37",1017.63983154297,951.585266113281,3493.18579101562,2221.98486328125,1035.23999023438,919.385192871094,2966.56103515625
"38",1270.91369628906,871.018615722656,3659.67944335938,2241.31811523438,1495.98156738281,2048.67602539062,3367.4775390625
"39",1670.54223632812,1523.921875,3463.37963867188,2628.06176757812,1224.02978515625,1353.62927246094,3437.37377929688
"40",1304.80004882812,971.215759277344,3631.28173828125,2542.89135742188,504.786163330078,1011.92974853516,3533.78344726562
"41",1456.22644042969,1183.28857421875,3678.85668945312,2324.33227539062,737.170776367188,713.867370605469,3230.95361328125
"42",941.419921875,676.659606933594,2885.68212890625,2238.19018554688,1190.04931640625,769.276245117188,3270.80322265625
"43",891.884765625,537.90625,3014.9423828125,2485.0107421875,1761.37976074219,341.352691650391,3290.79541015625
"44",1392.35583496094,881.102355957031,3670.22045898438,2446.1279296875,1499.826171875,208.056594848633,3169.24365234375
"45",943.915588378906,1245.97180175781,3251.3388671875,2319.361328125,698.79345703125,1028.01281738281,3094.09228515625
"46",1124.67687988281,777.426452636719,3657.52685546875,2481.25439453125,2514.28344726562,2455.46728515625,2902.14038085938
"47",971.788452148438,761.712158203125,2999.39624023438,2429.66870117188,598.199157714844,233.225250244141,3332.78393554688
"48",1590.15869140625,953.951354980469,3446.42626953125,2416.20458984375,1469.29650878906,1502.28869628906,3390.85424804688
"49",1514.20629882812,1341.64270019531,3717.24926757812,2453.84326171875,910.446166992188,1351.50793457031,3356.56665039062
"50",1120.66516113281,883.419250488281,3260.91015625,2233.2294921875,1310.12194824219,373.117736816406,2633.599609375
"51",993.882385253906,760.514343261719,2877.8408203125,2158.33032226562,1148.05395507812,789.710632324219,3036.4423828125
"52",1411.80065917969,889.548095703125,3671.87109375,2361.67578125,1540.74487304688,1976.5634765625,3286.34716796875
"53",1040.33996582031,627.590454101562,2963.04296875,2558.67041015625,1709.98791503906,1499.27490234375,3161.62182617188
"54",1307.47924804688,963.661682128906,3656.05322265625,2361.81396484375,1408.74047851562,710.731750488281,2885.34545898438
"55",1591.70544433594,1277.23413085938,3779.46533203125,2403.60229492188,1908.76696777344,1206.63171386719,3075.51098632812
"56",1674.45141601562,962.033142089844,3167.76440429688,2246.78588867188,2754.7626953125,3132.77294921875,3052.72314453125
"57",1742.82922363281,1449.50891113281,3612.88110351562,2279.78369140625,1137.69555664062,1200.14392089844,3339.89233398438
"58",952.154846191406,650.597412109375,3146.8603515625,2472.984375,818.284240722656,200.642013549805,3172.2138671875
"59",1307.65649414062,1083.97741699219,3651.4580078125,2452.06201171875,1134.22802734375,753.395568847656,2991.31518554688
"60",1843.5712890625,429.678405761719,3652.31884765625,2368.35424804688,1286.05102539062,1520.39709472656,3389.07470703125
"61",1362.18347167969,1325.01171875,3612.13256835938,2569.92016601562,911.560180664062,923.4462890625,3376.19946289062
"62",918.884704589844,996.118469238281,2636.349609375,2499.00073242188,789.839782714844,1503.32885742188,3327.99829101562
"63",902.29052734375,504.349029541016,2897.97509765625,1697.25354003906,920.885864257812,545.408630371094,2822.65991210938
"64",1816.49108886719,965.053649902344,3144.869140625,2153.421875,1191.56262207031,724.372375488281,2781.669921875
"65",1090.21166992188,1362.35852050781,2815.05712890625,2435.26440429688,1335.41577148438,1177.09912109375,3212.48095703125
"66",1105.017578125,977.749267578125,2809.96752929688,2357.78369140625,998.675476074219,1559.46459960938,2944.72387695312
"67",1281.26098632812,600.865173339844,3516.337890625,2219.20434570312,990.569580078125,661.490112304688,3308.97387695312
"68",1189.37023925781,1260.2587890625,3662.123046875,2494.4404296875,1316.51733398438,1046.04833984375,2867.12060546875
"69",1481.82727050781,702.986267089844,3312.40649414062,2562.3505859375,1451.38757324219,1250.25561523438,3313.6826171875
"70",1269.09362792969,1423.12487792969,3297.68676757812,2502.736328125,1507.09997558594,1461.9892578125,3324.3798828125
"71",912.157348632812,688.207763671875,3115.1044921875,2387.74536132812,1198.02416992188,308.202423095703,3145.35327148438
"72",1299.19445800781,881.27783203125,3581.39697265625,2291.47119140625,688.096740722656,1282.14050292969,3033.53686523438
"73",1198.89099121094,918.142883300781,2893.24438476562,2483.56591796875,378.137145996094,1242.76965332031,3481.98217773438
"74",1008.39129638672,390.376068115234,2832.87036132812,2306.34399414062,1252.67614746094,553.197814941406,3038.70043945312
"75",1451.39379882812,1660.46166992188,3569.17578125,2485.82006835938,838.230590820312,1709.97521972656,3192.86547851562
"76",1167.25415039062,1030.16345214844,3094.212890625,2160.44311523438,1795.97692871094,545.754821777344,3141.75219726562
"77",1172.32263183594,1281.7626953125,3421.98217773438,2450.13916015625,1435.80859375,286.363067626953,2813.7421875
"78",1151.61975097656,797.775451660156,2705.986328125,2377.22827148438,1214.40319824219,1579.99926757812,3024.35595703125
"79",1165.89343261719,1454.2109375,3643.44189453125,2496.4580078125,1433.33020019531,984.483581542969,3303.02197265625
"80",894.879943847656,982.37451171875,2864.44604492188,2554.87548828125,1019.3388671875,812.946411132812,3244.60815429688
